sno,Hotel_Name,Room_type,Single_Bed,Double_bed,price
1293,Large 5 Bed Town House Within City Centre And Sleeps Up To 11,Five-Bedroom House,single bed,double bed,27972
1294,Luxury Two Bed - Parking - Smart TV - WIFI,Two-Bedroom Apartment,single bed,,7120
1295,Luxury Two Bed Apartment - Parking - Smart TV - WIFI,Two-Bedroom Apartment,single bed,double bed,7120
1296,Brindley Apt - Free Parking! Next Door To Arena-sea Life!,Apartment with Balcony,,double bed,12694
1297,Brand New SILVER FORGE - Charming Two Bedroom Apartment - City Centre - Lux Apartment,Superior Apartment,,double bed,10131
1298,Berkshire stays,Villa,single bed,double bed,20827
1299,"4 Bedroom House Near BHX, NEC & HS2",Four-Bedroom House,single bed,double bed,14546
1300,Eighty Four,Deluxe Studio,,double bed,13732
1301,Your Home to Luxury Home Birmingham Accommodation with Netflix and Superfast WIFI,Four-Bedroom House,single bed,double bed,19835
1302,5 Bedroom House - 10 Guests - Multiple off Street Parking - Garden - Smart TV - WIFI - Contractors - Families - Groups,Five-Bedroom House,single bed,double bed,12410
1303,Blenheim Way is a beautiful apartment in a quiet location yet minutes from major attractions and City centre Great for families Sleeps 6,Two-Bedroom Apartment,single bed,double bed,11621
1304,Orchid House,Three-Bedroom House,single bed,double bed,25175
1305,City View Apartments,Deluxe Family Room,single bed,double bed,15054
1306,City Centre 1 Bed Apartment,One-Bedroom Apartment,,double bed,22246
1307,Tudors eSuites Birmingham Corporate Apartments,Two-Bedroom Apartment,,double bed,50859
1308,Stunning Top Floor Southside Apartment 2 BEDS PARKING WIFI NETFLIX,Two-Bedroom Apartment,single bed,double bed,23904
1309,Haus Luxury Two Bedroom Suite - Birmingham City Centre - Secure Parking - Rated Superb,Two-Bedroom Apartment,,double bed,8341
1310,Haus Apartment in the Iconic Cube - City Centre - High Spec- Smart TV - WIFI - TOP RATED,One-Bedroom Apartment,,double bed,8036
1311,KCS Luxury Apartment - Broad Street Birmingham,Deluxe Apartment,,double bed,22378
1312,"BIRMINGHAM HAGLEY WEST HOUSE, 5 bedrooms with 7 BEDS, 3x doubles beds, 4x singles beds,2 toilets,2 bathrooms,2 toilets, sleeps 7-10 people great motorway links M5 M6 M42 A38 A34",Apartment,single bed,double bed,24229
1313,"BIRMINGHAM COPLOW, 3 bedrooms house, with 6 beds, 2x doubles beds, 3x singles beds and 1 sofa-bed,sleeps people",Three-Bedroom Apartment,single bed,double bed,26314
1314,Birmingham City Centre Apartment – Broad Street,One-Bedroom Apartment,,double bed,18309
1315,"Modern Apartment- Birmingham- Broad Street & Brindley Place- 10 min walk from Bullring, 02 Arena, New Street Station & Grand Central",Two-Bedroom Apartment,,double bed,9561
1316,The Aston Tavern,Family Room,single bed,double bed,27726
1317,"Birmingham Garnet, 3 bedroom Apartment",Three-Bedroom Apartment,,double bed,18053
1318,Comfy Birmingham City Center Apartment at Inge Street By HF Group,Two-Bedroom Apartment,,double bed,9765
1319,"StayNEC Coach House Birmingham - For Company, Contractor & Leisure Stays - NEC, HS2, JLR, Airport",Apartment,single bed,double bed,10172
1320,No.8 Waterloo Street,Deluxe Apartment,,double bed,13671
1321,Superb Comfort and Views ☆ New Stylish City Center Apartment,Two-Bedroom Apartment,,double bed,13528
1322,221 Soho,One-Bedroom Apartment,single bed,double bed,7507
1323,Sutton Coldfield Apartment,Triple Room,,double bed,6982
1324,The Aston Inn,Double Room,single bed,double bed,6612
1325,Ladder Guest Stays Birmingham,Deluxe Double Room,,double bed,3764
1326,Lovely 3 Bed Apartment Near QE Hospital Harborne Birmingham New,Three-Bedroom Apartment,,double bed,15230
1327,Pacific Suite; Luxe Apartment B'ham JQ,Two-Bedroom Apartment,single bed,double bed,11993
1328,Nice Living Serviced Accommodations 6,Double Room with Shared Bathroom,,double bed,6179
1329,ParkView City Balcony Apartment with Self Checkin,Apartment with Balcony,,double bed,6612
1330,Lovely Holiday Home in Birmingham City Center 3 Bedrooms House By HF Group,Three-Bedroom House,,double bed,12816
1331,Belmont Hotel,Double Room with Private Bathroom,single bed,double bed,6612
1332,Perfect-City Centre-Apartment,One-Bedroom Apartment,,double bed,13732
1333,Stylish 4th Floor 2 Bedroom En Suite City Centre Apartment With Parking By Azura Nights,Two-Bedroom Apartment,single bed,double bed,11901
1334,Brindley Place - Two bedroom apartment,Two-Bedroom Apartment,,double bed,13223
1335,The Birmingham Hotel,Deluxe King Room,,double bed,10172
1336,One Bedroom Apartment/Studio,Studio Apartment,,double bed,9155
1337,Apollo Hotel,Standard Double Room,single bed,double bed,7405
1338,Premium ArcadianPlus One Bed Apart - Sofa Bed - Balcony - Brand New!,Deluxe Apartment,,double bed,9033
1339,QUEEN HOUSE HOLIDAY HOME,Three-Bedroom Apartment,,double bed,13263
1340,"Cozy studios available for short term stays 10 mins from the city! Free WIFI &50"" SMART TV's!",Studio,,double bed,5086
1341,Suavis,One-Bedroom Apartment,,double bed,8951
1342,"Charming 3-Bedroom Home in Stechford, Birmingham",Three-Bedroom Apartment,single bed,double bed,16783
1343,Ladywell House Suites - Chinatown - Self Check-in,Suite,,double bed,8137
1344,Centrally Located Stylish Apartments,One-Bedroom Apartment,,double bed,9338
1345,Platinum Apartment Birmingham- Free Secure Parking- Fast Fibre Wi-Fi,One-Bedroom Apartment,single bed,double bed,11189
1346,Studio close to Selly Oak train station and UOB,Studio,,double bed,10172
1347,Perfect City Centre Apartment,One-Bedroom Apartment,,double bed,8560
1348,Chic City Retreat - Comfy & Centrally Located,One-Bedroom Apartment,,double bed,7141
1349,Moseley Village Apartments,One-Bedroom Apartment,,double bed,12206
1350,Beautiful 2-Bed Apartment in Birmingham West Midla,Apartment,single bed,double bed,8239
1351,Arcadian Aparthotel,Apartment with Terrace,single bed,double bed,12104
1352,Jacuzzi Getaway with Sauna and Super King Bed,One-Bedroom Apartment,,double bed,16478
1353,Frederick Street Townhouse,Superior Double Room,single bed,double bed,11087
1354,Luxury studio apartment near Birmingham citycentre,One-Bedroom Apartment,,double bed,8473
1355,Charming Oasis in West Midlands with Netflix,One-Bedroom Apartment,,double bed,5701
1356,Queens b n b,Standard Double Room,,double bed,4984
1357,Vogue 1 Bedroom Spacious Apartment - Broad Street,One-Bedroom Apartment,,double bed,7873
1358,Industrial Style Pad Near B City,One-Bedroom Apartment,,double bed,12816
1359,Luxury Modern 2 Bedroom Apartment In Birmingham City Centre-Free Parking,Two-Bedroom Apartment,,double bed,9610
1360,"MAEVELA® - Pick 2 OR 3 Individual Beds - Luxury New Build Apartment ✪ City Centre, Digbeth ✓ Smart TV'S & Large Corner Sofa - Birmingham",One-Bedroom Apartment,,double bed,19733
1361,OneFiveSix - Unique Apartments,Two-Bedroom Apartment,single bed,double bed,9053
1362,SCA - Outstanding Studio - CR8,Studio,,double bed,8646
1363,221 Soho 2,One-Bedroom Apartment,,double bed,6683
1364,Linday Lodge,Double Room with Shared Bathroom,single bed,double bed,5035
1365,Beautiful Spacious - 2 Bedroom Apartment on Broad Street,Two-Bedroom Apartment,,double bed,13866
1366,Equipped Studios opposite UOB and walking distance to QE in GuestHouse,Studio,,double bed,5086
1367,Large Self Contained Studio in Bham City Centre w Parking,One-Bedroom Apartment,,double bed,6408
1368,The Ultimate Home Away from Home,Four-Bedroom House,single bed,double bed,16145
1369,4 BRH for Large Group Birmingham,Four-Bedroom House,single bed,double bed,12635
1370,Deluxe 2-Bedroom Flat with Free parking,Two-Bedroom Apartment,,double bed,7598
1371,Priory Road,Double Room with Shared Bathroom,,double bed,4563
1372,Urban 3 Bedroom Home in Kings Heath-Great Location,Three-Bedroom House,single bed,double bed,10680
1373,Entire Brand New Serviced Apartment in Moseley,One-Bedroom Apartment,,double bed,9338
1374,Birmingham city centre new hall hill,Two-Bedroom Apartment,,double bed,10120
1375,Umbrella Properties Private Apartment Birmingham,Deluxe Double Studio,,double bed,6408
1376,Emerald Suite - 2 Bedroom Duplex Sleeps 6,Duplex Apartment,single bed,double bed,13020
1377,Modern 1 Bedroom apartment in the City Centre,One-Bedroom Apartment,,double bed,25938
1378,Reach Guest House,Double Room with Shared Bathroom,single bed,double bed,6612
1379,Luxury Flat in Moseley with Free Parking,One-Bedroom Apartment,,double bed,7049
1380,Top Rated Luxury Apartment in city centre,Two-Bedroom Apartment,,double bed,8788
1381,Home Base: Tranquil Stay in the Heart of Birmingham,Seven-Bedroom House,single bed,double bed,18309
1382,Perfect for exploring Birmingham,One-Bedroom Apartment,,double bed,9726
1383,Lofty Studio Apartment,One-Bedroom Apartment,,double bed,6866
1384,Hotel 5 Ravenhurst Drive M6 J7,Budget Double Room,single bed,double bed,7415
1385,Frederick property Apartment,One-Bedroom Apartment,,double bed,8697
1386,Paradise,One-Bedroom Apartment,,double bed,6225
1387,Copperworks Apartments,Two-Bedroom Apartment,,double bed,9155
1388,Spacious 2 Bedroom Home in Birmingham,Two-Bedroom Apartment,,double bed,13142
1389,Luxury Apartment With Parking Bullring China town,One-Bedroom Apartment,,double bed,17829
1390,Lyndon B&B,Deluxe Double Room (2 Adults + 1 Child),,double bed,6612
1391,Trendy Studio in Vibrant West Midlands,One-Bedroom Apartment,,double bed,3662
1392,2 Beds Apartment in Birmingham City Centre,One-Bedroom Apartment,,double bed,11826
1393,Birmingham Great Barr Property Near Junction 7 M6,Double Room with Garden View,,double bed,6103
1394,U & Me,One-Bedroom Apartment,,double bed,11189
1395,3 Bedroom House in Birmingham with Free Parking,Three-Bedroom House,single bed,,8880
1396,Charde Guest House,Basic Triple Room - Garden Hut,single bed,double bed,7048
1397,Spacious City Centre Apartments at Lexington Gardens FREE PARKING by HF Group,Two-Bedroom Apartment,,double bed,8422
1398,Modern house in Birmingham,Three-Bedroom House,single bed,double bed,18309
1399,Lovely studio apartment located in Birmingham,One-Bedroom Apartment,,double bed,9155
1400,Onyx Large Spacious Homely Birmingham 3 Bedroom House,Three-Bedroom Apartment,single bed,double bed,7098
1401,Le Mount,Double Room,,double bed,1080
1402,Hotel Transit Near Delhi Airport,Deluxe Room,,double bed,2499
1403,Grand Peepal Hotel - Karol Bagh New Delhi,Deluxe King Room,,double bed,1750
1404,Skon Boutique by Orion Hotels,Deluxe Double or Twin Room,single bed,double bed,3574
1405,"THE SINGH EMPIRE, New Delhi",Deluxe Double or Twin Room,single bed,double bed,1998
1406,Hotel Tashree Delhi Airport,Deluxe Double Room,single bed,double bed,1695
1407,Hotel Grand Suites Delhi Airport By D Capitol,Deluxe King Room,single bed,double bed,2000
1408,Hotel Tripple Tree - Karol Bagh,Deluxe Double Room,single bed,double bed,4181
1409,Atlas Inn,Double Room,,double bed,899
1410,The Ramida Suites At Delhi Airport,Deluxe Double Room (2 Adults + 1 Child),,double bed,1147
1411,Hindustan by Backpackers Heaven Near New Delhi Railway Station,Deluxe Double Room,single bed,double bed,1785
1412,Hotel City Empire,Superior Double/Twin,single bed,double bed,2850
1413,Majestic Park B & B,Superior Double or Twin Room,single bed,double bed,1259
1414,Hotel Decent Suites - Delhi Airport,Deluxe King Room,,double bed,2000
1415,"HOTEL DAKHA INTERNATIONAL - Karol Bagh, New Delhi",Deluxe Double or Twin Room,single bed,double bed,2868
1416,New Delhi YMCA Tourist Hostel,Standard Double or Twin Room,single bed,double bed,3850
1417,Hotel Ark Suites At Delhi Airport,Superior Double or Twin Room,single bed,double bed,1299
1418,Hotel Ronit Royal New Delhi Airport,Deluxe Queen Room,single bed,double bed,2001
1419,Airport Qualia Suites,Deluxe Triple Room,single bed,double bed,1364
1420,HOTEL AMBIENCE DX PAHARGANJ NEW Delhi NEAR Rk ASHRAM METRO STATION,Budget Double Room,single bed,double bed,1799
1421,Hotel Shri Vinayak at New Delhi Railway Station-By RCG Hotels,Standard Double Room,single bed,double bed,2009
1422,"Hotel Ishaan Residency - A Unit of MGM Club "" Couple Friendly """,Double Room,,double bed,3032
1423,Hotel Emerald Suites At Delhi Airport,Double or Twin Room,single bed,double bed,1322
1424,Prakash Kutir B&B,Deluxe Twin Room,single bed,double bed,4250
1425,Shri Ram Plaza At Delhi Airport,Double Room,,double bed,1727
1426,Shri Ram Plaza At Delhi Airport,Double Room,,double bed,1727
1427,Hotel King Plaza,Double Room,single bed,double bed,1540
1428,Backpackers Heaven New King - New Delhi Train Station,Deluxe Double Room,single bed,double bed,1350
1429,Private Luxury Hygienic Rooms In Lajpat Nagar,Deluxe Double Room (2 Adults + 1 Child),,double bed,1749
1430,Hotel Red Velvet At Delhi Airport,Comfort Triple Room,single bed,double bed,1442
1431,Hotel Pearl - Mahipalpur Delhi Airport,Small Double Room,,double bed,2094
1432,Hotel Clayton Near IGI Airport Delhi,Deluxe Double Room,single bed,double bed,2240
1433,The Alpino Hotel,Deluxe Double Room,single bed,double bed,4860
1434,Hotel Trans International - Near Delhi Airport,Classic Room,,double bed,2986
1435,Hotel Star One - Near Delhi Airport,Deluxe Room,single bed,double bed,2999
1436,Hotel The Sky At Delhi Airport,Double Room with Balcony,single bed,double bed,1259
1437,Sunshine Residency,Deluxe Double Room,single bed,double bed,3240
1438,Hotel Smart Plaza Delhi Airport,Superior King Room,single bed,double bed,3267
1439,"Hotel Orchid Inn at Tilak Nagar "" Couple Friendly """,Deluxe Room,,double bed,1095
1440,Hotel S B INN Paharganj,Deluxe Double Room,single bed,double bed,1500
1441,Hotel Amar Inn- Lajpat Nagar Central Market,Standard Double or Twin Room,single bed,double bed,2448
1442,Hotel Classic - Near Nizamuddin Railway Station,Deluxe Double Room (2 Adults + 1 Child),,double bed,1421
1443,"Hotel Bricks, Karol Bagh, New Delhi",Standard Double Room,single bed,double bed,3038
1444,"The Ashok, New Delhi",Standard Double Room - 15% Discount on Food & Soft Beverages,single bed,double bed,6888
1445,Hotel Park Tree Near Delhi Airport,Deluxe Room,single bed,double bed,2520
1446,The Grand Orion - Kailash Colony,Deluxe Double or Twin Room with City View,single bed,double bed,3899
1447,Hotel Z Suite-Near Delhi Airport,Deluxe Room,,double bed,3150
1448,AEROCITY HOTEL J P PALACE IGI AIRPORT New Delhi BY SHOAIB TRAVELS,Budget Double Room,,double bed,1777
1449,Roomshala 002 Hotel Rose Residency - Near Sector 9 Metro Station,Deluxe Double Room (2 Adults + 1 Child),,double bed,1050
1450,Majestic Stay - East of Kailash,Deluxe Double Room (2 Adults + 1 Child),,double bed,3273
1451,Hotel Royal plaza near NDLS railway station pahar ganj,Deluxe Double Room with Shower,,double bed,1399
1452,Hotel Tom - Jungpura Chruch Road,Deluxe Double Room (2 Adults + 1 Child),,double bed,1970
1453,FabExpress The Paradise,Deluxe Room,,double bed,1658
1454,Gallivanto Inn,Budget Double Room,single bed,double bed,2457
1455,Airport Ostella Grand,Deluxe Double Room with Balcony,,double bed,1196
1456,Hotel The Kiara Delhi Airport,Deluxe Double Room,single bed,double bed,1335
1457,Hotel Classic Plaza at Delhi Airport,Double Room,single bed,double bed,1798
1458,Hotel The Best Near Delhi Airport,Deluxe Room,,double bed,2599
1459,The Airport Regency At Delhi Airport,Deluxe Double Room,,double bed,1300
1460,Grand Tashree,Deluxe King Room,single bed,double bed,2499
1461,Hotel Arch Plaza - Near Delhi Airport,Deluxe Double or Twin Room,single bed,double bed,2834
1462,Hotel Arch International,Deluxe Double or Twin Room,single bed,double bed,2519
1463,Hotel Anand International,Deluxe Room,,double bed,3401
1464,Olivia Stay,Economy Double Room,,double bed,1754
1465,Hotel The IVY Grand With Free Secured Parking,Day Use Room For 6 hours Strictly From (12 PM to 6 PM),single bed,double bed,3564
1466,Staybook Hotel Jai Balaji New Delhi Railway Station,Economy Double Room,,double bed,1584
1467,Hotel Fabulous - Delhi International Airport,Small Double Room,,double bed,1619
1468,Hotel Airport View,Standard Double or Twin Room with 10% discount on Food and soft Beverage,single bed,double bed,2753
1469,Hotel Airlift INN at Delhi Airport,Small Double Room,,double bed,1619
1470,Lemon Green Residency - Hotel and Serviced Apartments,Standard Double Room,,double bed,2650
1471,Peepal Tree Residency,Deluxe Room,single bed,double bed,3040
1472,"Hotel Mahajan International, Delhi Airport",Deluxe Double Room,,double bed,2719
1473,Airport Hotel Tashree,Standard Double Room,,double bed,4500
1474,Hotel Olivia Inn At Delhi Airport,Small Double Room,,double bed,1673
